date	price	market_cap	total_volume	price_change_pct	market_cap_b	volume_b	year	month	month_name	quarter	day_of_week	ma_7	ma_30	ma_90	volatility_30d
9/22/2015	0.000471056	56526.71779	2738.948108	-1.727460398	5.65E-05	2.74E-06	2015	9	Sep	3	Tuesday	0.000507104	0.000574997		3.527540287
9/23/2015	0.000491893	59027.19658	8047.800759	4.423534369	5.90E-05	8.05E-06	2015	9	Sep	3	Wednesday	0.000502243	0.000568815		3.643460929
9/24/2015	0.0004992	59903.98487	5093.170227	1.485397138	5.99E-05	5.09E-06	2015	9	Sep	3	Thursday	0.000497833	0.000563659		3.639778612
9/25/2015	0.000465674	55880.83193	5462.40031	-6.716002197	5.59E-05	5.46E-06	2015	9	Sep	3	Friday	0.000488908	0.000558563		3.704181308
9/26/2015	0.000472222	56666.58917	6208.576495	1.406130181	5.67E-05	6.21E-06	2015	9	Sep	3	Saturday	0.000481747	0.000552418		3.489362505
9/27/2015	0.000465469	55856.25355	6227.301579	-1.430006003	5.59E-05	6.23E-06	2015	9	Sep	3	Sunday	0.000477836	0.000546224		3.489805392
9/28/2015	0.000453488	54418.52395	7717.028212	-2.573981441	5.44E-05	7.72E-06	2015	9	Sep	3	Monday	0.000474143	0.000539549		3.489752751
9/29/2015	0.000465185	55822.2012	8352.895351	2.579410739	5.58E-05	8.35E-06	2015	9	Sep	3	Tuesday	0.000473304	0.000534451		3.456760209
9/30/2015	0.000485255	58230.63798	6779.146547	4.314478354	5.82E-05	6.78E-06	2015	9	Sep	3	Wednesday	0.000472356	0.000530445		3.57595793
10/1/2015	0.000504176	60501.17866	3900.301963	3.899219989	6.05E-05	3.90E-06	2015	10	Oct	4	Thursday	0.000473067	0.00052696		3.666627921
10/2/2015	0.000488021	58562.47575	7939.331719	-3.204405193	5.86E-05	7.94E-06	2015	10	Oct	4	Friday	0.000476259	0.000523831		3.629623544
10/3/2015	0.000482504	57900.47862	2079.0041	-1.130411788	5.79E-05	2.08E-06	2015	10	Oct	4	Saturday	0.000477728	0.000520204		3.608448669
10/4/2015	0.000489429	58731.49873	3390.55194	1.435256021	5.87E-05	3.39E-06	2015	10	Oct	4	Sunday	0.000481151	0.000517256		3.613057776
10/5/2015	0.000509414	61129.70958	8416.722682	4.083346941	6.11E-05	8.42E-06	2015	10	Oct	4	Monday	0.000489141	0.000515179		3.705843106
10/6/2015	0.000500243	60029.19479	3646.352282	-1.80029449	6.00E-05	3.65E-06	2015	10	Oct	4	Tuesday	0.000494149	0.000513231		3.698100886
10/7/2015	0.000497039	59644.66252	3368.618834	-0.640575418	5.96E-05	3.37E-06	2015	10	Oct	4	Wednesday	0.000495832	0.000509724		3.366893898
10/8/2015	0.000475999	57119.82565	2660.357889	-4.233131293	5.71E-05	2.66E-06	2015	10	Oct	4	Thursday	0.000491807	0.000505506		3.429411932
10/9/2015	0.000454213	54505.57558	7254.332968	-4.576782294	5.45E-05	7.25E-06	2015	10	Oct	4	Friday	0.000486977	0.000501375		3.448429166
10/10/2015	0.000469687	56362.49943	5073.018985	3.406851181	5.64E-05	5.07E-06	2015	10	Oct	4	Saturday	0.000485146	0.000497095		3.446699906
10/11/2015	0.000496368	59564.13521	6610.855656	5.680436133	5.96E-05	6.61E-06	2015	10	Oct	4	Sunday	0.000486138	0.000494636		3.556432989
10/12/2015	0.000495435	59452.23576	3489.130796	-0.187863801	5.95E-05	3.49E-06	2015	10	Oct	4	Monday	0.000484141	0.000491966		3.547741601
10/13/2015	0.000516243	61949.1908	7493.674605	4.199934623	6.19E-05	7.49E-06	2015	10	Oct	4	Tuesday	0.000486426	0.00049142		3.387823761
10/14/2015	0.000524289	62914.70919	7625.304617	1.558564983	6.29E-05	7.63E-06	2015	10	Oct	4	Wednesday	0.000490319	0.000492043		3.262371814
10/15/2015	0.000511444	61373.31899	4143.420966	-2.449967932	6.14E-05	4.14E-06	2015	10	Oct	4	Thursday	0.000495383	0.000492087		3.293877067
10/16/2015	0.000519411	62329.26264	4941.583363	1.557588321	6.23E-05	4.94E-06	2015	10	Oct	4	Friday	0.000504697	0.00049187		3.256607456
10/17/2015	0.000552921	66350.57875	3660.085915	6.451730604	6.64E-05	3.66E-06	2015	10	Oct	4	Saturday	0.000516587	0.000492632		3.461017638
10/18/2015	0.000552682	66321.85242	9761.7359	-0.043294782	6.63E-05	9.76E-06	2015	10	Oct	4	Sunday	0.000524632	0.00049345		3.459726452
10/19/2015	0.000588966	70675.93889	7595.706361	6.565085743	7.07E-05	7.60E-06	2015	10	Oct	4	Monday	0.000537994	0.00049567		3.638157494
10/20/2015	0.000530903	63708.33387	9055.838044	-9.858524886	6.37E-05	9.06E-06	2015	10	Oct	4	Tuesday	0.000540088	0.000496939		3.949943399
10/21/2015	0.000549196	65903.4956	4376.405009	3.445642982	6.59E-05	4.38E-06	2015	10	Oct	4	Wednesday	0.000543646	0.000499268		3.945875256
10/22/2015	0.000551663	66199.53024	8197.283244	0.449194139	6.62E-05	8.20E-06	2015	10	Oct	4	Thursday	0.000549392	0.000501954		3.922866653
10/23/2015	0.000545649	65477.92565	7981.958011	-1.090044884	6.55E-05	7.98E-06	2015	10	Oct	4	Friday	0.00055314	0.000503746		3.866463286
10/24/2015	0.000548204	65784.45103	7433.556015	0.468135452	6.58E-05	7.43E-06	2015	10	Oct	4	Saturday	0.000552466	0.00050538		3.861249617
10/25/2015	0.000506814	60817.69284	8871.882937	-7.550048853	6.08E-05	8.87E-06	2015	10	Oct	4	Sunday	0.000545914	0.000506751		3.916748581
10/26/2015	0.000502883	60345.95212	4660.31514	-0.775663634	6.03E-05	4.66E-06	2015	10	Oct	4	Monday	0.000533616	0.000507773		3.916866249
10/27/2015	0.000510628	61275.39494	2799.432523	1.540190827	6.13E-05	2.80E-06	2015	10	Oct	4	Tuesday	0.00053072	0.000509278		3.909553323
10/28/2015	0.000542267	65071.98616	7197.291136	6.195947376	6.51E-05	7.20E-06	2015	10	Oct	4	Wednesday	0.00052973	0.000512238		4.007402289
10/29/2015	0.000531672	63800.64677	7497.671839	-1.953743025	6.38E-05	7.50E-06	2015	10	Oct	4	Thursday	0.000526874	0.000514454		4.018618466
10/30/2015	0.000515268	61832.15791	6121.83308	-3.08537446	6.18E-05	6.12E-06	2015	10	Oct	4	Friday	0.000522534	0.000515454		4.005092938
10/31/2015	0.000505535	60664.17353	3325.497593	-1.888959433	6.07E-05	3.33E-06	2015	10	Oct	4	Saturday	0.000516438	0.0005155		3.963865167
11/1/2015	0.000524913	62989.58445	5702.743951	3.833252461	6.30E-05	5.70E-06	2015	11	Nov	4	Sunday	0.000519024	0.000516729		3.970685735
11/2/2015	0.000532394	63887.22572	4310.009112	1.425063014	6.39E-05	4.31E-06	2015	11	Nov	4	Monday	0.000523239	0.000518392		3.965900758
11/3/2015	0.000521752	62610.25126	5089.961946	-1.998794674	6.26E-05	5.09E-06	2015	11	Nov	4	Tuesday	0.000524829	0.00051947		3.984665188
11/4/2015	0.000533108	63972.91049	6872.368539	2.176415528	6.40E-05	6.87E-06	2015	11	Nov	4	Wednesday	0.00052352	0.00052026	0.000579655	3.937006389
11/5/2015	0.000535717	64286.06069	7677.412241	0.489504375	6.43E-05	7.68E-06	2015	11	Nov	4	Thursday	0.000524098	0.000521442	0.000577719	3.918493281
11/6/2015	0.000557438	66892.6183	3870.872662	4.054623332	6.69E-05	3.87E-06	2015	11	Nov	4	Friday	0.000530122	0.000523455	0.000576059	3.972865338
11/7/2015	0.000542544	65105.33508	5119.821263	-2.671869127	6.51E-05	5.12E-06	2015	11	Nov	4	Saturday	0.00053541	0.000525674	0.000574019	3.919127988
11/8/2015	0.000536016	64321.89022	4007.214429	-1.203349721	6.43E-05	4.01E-06	2015	11	Nov	4	Sunday	0.000536996	0.0005284	0.000571392	3.815093075
11/9/2015	0.000528202	63384.26763	3412.342354	-1.457703721	6.34E-05	3.41E-06	2015	11	Nov	4	Monday	0.000536397	0.000530351	0.000568749	3.796097152
11/10/2015	0.000498667	59840.04514	7420.552548	-5.591643823	5.98E-05	7.42E-06	2015	11	Nov	4	Tuesday	0.000533099	0.000530428	0.00056585	3.819602613
11/11/2015	0.000505114	60613.6369	8431.982628	1.292766001	6.06E-05	8.43E-06	2015	11	Nov	4	Wednesday	0.0005291	0.00053075	0.000562462	3.825492509
11/12/2015	0.000510926	61311.17399	4563.259614	1.150792338	6.13E-05	4.56E-06	2015	11	Nov	4	Thursday	0.000525558	0.000530573	0.000558849	3.753631215
11/13/2015	0.000511542	61385.07014	7375.629241	0.120526401	6.14E-05	7.38E-06	2015	11	Nov	4	Friday	0.000519002	0.000530148	0.000555407	3.7426637
11/14/2015	0.000507272	60872.60045	8378.470316	-0.834844192	6.09E-05	8.38E-06	2015	11	Nov	4	Saturday	0.000513963	0.000530009	0.000551707	3.717940778
11/15/2015	0.00047983	57579.59971	7573.727193	-5.409660035	5.76E-05	7.57E-06	2015	11	Nov	4	Sunday	0.000505936	0.00052869	0.000547865	3.835644588
11/16/2015	0.000472296	56675.52844	2943.591301	-1.570124274	5.67E-05	2.94E-06	2015	11	Nov	4	Monday	0.00049795	0.000526002	0.0005441	3.630668408
11/17/2015	0.000466332	55959.82037	8100.46524	-1.262816766	5.60E-05	8.10E-06	2015	11	Nov	4	Tuesday	0.00049333	0.000523124	0.000540171	3.632677586
11/18/2015	0.000452056	54246.73732	4079.41827	-3.061273318	5.42E-05	4.08E-06	2015	11	Nov	4	Wednesday	0.000485751	0.00051856	0.000536747	3.405129948
11/19/2015	0.000449598	53951.8197	3814.872709	-0.543659639	5.40E-05	3.81E-06	2015	11	Nov	4	Thursday	0.000476989	0.00051585	0.000533851	2.946391702
11/20/2015	0.000457381	54885.73369	2057.762715	1.731014808	5.49E-05	2.06E-06	2015	11	Nov	4	Friday	0.000469252	0.000512789	0.000531209	2.882956312
11/21/2015	0.000493718	59246.15544	5233.855049	7.944544893	5.92E-05	5.23E-06	2015	11	Nov	4	Saturday	0.000467316	0.000510858	0.00052927	3.27255471
11/22/2015	0.000497675	59721.01708	2572.878993	0.801506252	5.97E-05	2.57E-06	2015	11	Nov	4	Sunday	0.000469865	0.000509259	0.000527273	3.275379031
11/23/2015	0.000503332	60399.81361	3613.405471	1.13661247	6.04E-05	3.61E-06	2015	11	Nov	4	Monday	0.000474299	0.000507763	0.000525601	3.282730327
11/24/2015	0.000502337	60280.4707	4101.068172	-0.1975882	6.03E-05	4.10E-06	2015	11	Nov	4	Tuesday	0.000479443	0.000507614	0.000524309	2.977860494
11/25/2015	0.00046569	55882.83874	7100.426483	-7.295284713	5.59E-05	7.10E-06	2015	11	Nov	4	Wednesday	0.00048139	0.000506374	0.000522189	3.261754629
11/26/2015	0.000465662	55879.45486	7547.003068	-0.006055318	5.59E-05	7.55E-06	2015	11	Nov	4	Thursday	0.000483685	0.000504875	0.000520126	3.245411101
11/27/2015	0.000467252	56070.28467	3717.233243	0.341502636	5.61E-05	3.72E-06	2015	11	Nov	4	Friday	0.000485095	0.000502375	0.000518054	3.011672323
11/28/2015	0.000516151	61938.11068	8240.480033	10.46512613	6.19E-05	8.24E-06	2015	11	Nov	4	Saturday	0.0004883	0.000501857	0.000516921	3.595022371
11/29/2015	0.000512707	61524.8546	8174.666692	-0.667208076	6.15E-05	8.17E-06	2015	11	Nov	4	Sunday	0.000490447	0.000501772	0.000515891	3.551162871
11/30/2015	0.000519448	62333.75711	7589.640707	1.314757286	6.23E-05	7.59E-06	2015	11	Nov	4	Monday	0.00049275	0.000502236	0.000514899	3.539199672
12/1/2015	0.000519246	62309.54697	2966.147141	-0.038839534	6.23E-05	2.97E-06	2015	12	Dec	4	Tuesday	0.000495165	0.000502047	0.000514202	3.470184434
12/2/2015	0.000496027	59523.28225	6716.532267	-4.47164977	5.95E-05	6.72E-06	2015	12	Dec	4	Wednesday	0.000499499	0.000500835	0.000513144	3.553911282
12/3/2015	0.000519748	62369.75404	8944.002838	4.782114963	6.24E-05	8.94E-06	2015	12	Dec	4	Thursday	0.000507226	0.000500768	0.000512498	3.648325435
12/4/2015	0.000536154	64338.47172	7199.787506	3.156526278	6.43E-05	7.20E-06	2015	12	Dec	4	Friday	0.000517069	0.000500869	0.000512103	3.672327676
12/5/2015	0.000553943	66473.21245	4639.432845	3.317984829	6.65E-05	4.64E-06	2015	12	Dec	4	Saturday	0.000522468	0.000501477	0.00051205	3.71912743
12/6/2015	0.00053469	64162.79644	5779.112155	-3.475709876	6.42E-05	5.78E-06	2015	12	Dec	4	Sunday	0.000525608	0.000500719	0.000511299	3.702515148
12/7/2015	0.000566116	67933.90997	7302.012535	5.877414555	6.79E-05	7.30E-06	2015	12	Dec	4	Monday	0.000532275	0.000501504	0.000510895	3.822684569
12/8/2015	0.000535781	64293.67619	5867.98411	-5.358492959	6.43E-05	5.87E-06	2015	12	Dec	4	Tuesday	0.000534637	0.000501497	0.000510424	3.948907892
12/9/2015	0.000549055	65886.63157	2924.994381	2.477623737	6.59E-05	2.92E-06	2015	12	Dec	4	Wednesday	0.000542212	0.000502192	0.000509879	3.961648475
12/10/2015	0.000599933	71991.91253	4855.687864	9.266342514	7.20E-05	4.86E-06	2015	12	Dec	4	Thursday	0.000553667	0.000505567	0.00051021	4.136953318
12/11/2015	0.000577204	69264.48783	8747.240646	-3.78851541	6.93E-05	8.75E-06	2015	12	Dec	4	Friday	0.000559532	0.00050797	0.000510229	4.215105899
12/12/2015	0.000564841	67780.89866	9039.949674	-2.141918924	6.78E-05	9.04E-06	2015	12	Dec	4	Saturday	0.000561088	0.000509767	0.000510587	4.241174892
12/13/2015	0.000567664	68119.70186	3165.931531	0.499850566	6.81E-05	3.17E-06	2015	12	Dec	4	Sunday	0.000565799	0.000511638	0.000511276	4.240815687
12/14/2015	0.000556903	66828.35409	9642.423317	-1.895703788	6.68E-05	9.64E-06	2015	12	Dec	4	Monday	0.000564483	0.000513292	0.000511796	4.256147199
12/15/2015	0.000523933	62872.00013	4367.008285	-5.920172675	6.29E-05	4.37E-06	2015	12	Dec	4	Tuesday	0.00056279	0.000514763	0.000511774	4.281114058
12/16/2015	0.000525898	63107.74065	6908.887057	0.374953096	6.31E-05	6.91E-06	2015	12	Dec	4	Wednesday	0.000559482	0.000516549	0.000511728	4.265251731
12/17/2015	0.000504524	60542.84439	7278.40127	-4.064313234	6.05E-05	7.28E-06	2015	12	Dec	4	Thursday	0.000545852	0.000517822	0.000511465	4.334054715
12/18/2015	0.000514687	61762.41348	7870.603493	2.014390148	6.18E-05	7.87E-06	2015	12	Dec	4	Friday	0.000536921	0.00051991	0.00051138	4.295108424
12/19/2015	0.000496598	59591.80198	8550.825537	-3.514453819	5.96E-05	8.55E-06	2015	12	Dec	4	Saturday	0.000527172	0.000521477	0.000511422	4.35434524
12/20/2015	0.000528889	63466.70199	4287.197664	6.502404482	6.35E-05	4.29E-06	2015	12	Dec	4	Sunday	0.000521633	0.00052386	0.000511972	4.488860756
12/21/2015	0.000513089	61570.64769	8190.175246	-2.98747884	6.16E-05	8.19E-06	2015	12	Dec	4	Monday	0.000515374	0.000524506	0.000512439	4.31069445
12/22/2015	0.000507028	60843.3664	2786.773934	-1.1812143	6.08E-05	2.79E-06	2015	12	Dec	4	Tuesday	0.000512959	0.000524818	0.000512608	4.316616906
12/23/2015	0.000524323	62918.70439	7210.792376	3.410951944	6.29E-05	7.21E-06	2015	12	Dec	4	Wednesday	0.000512734	0.000525517	0.000512887	4.354334973
12/24/2015	0.000499632	59955.87733	7136.987408	-4.708976583	6.00E-05	7.14E-06	2015	12	Dec	4	Thursday	0.000512035	0.000525427	0.000513264	4.446417081
12/25/2015	0.000504703	60564.403	6742.440511	1.014955827	6.06E-05	6.74E-06	2015	12	Dec	4	Friday	0.000510609	0.000526728	0.000513625	4.224675536
12/26/2015	0.000532326	63879.15028	3850.492622	5.473094943	6.39E-05	3.85E-06	2015	12	Dec	4	Saturday	0.000515713	0.00052895	0.000514368	4.325833001
12/27/2015	0.000499675	59960.9605	8080.649493	-6.133753762	6.00E-05	8.08E-06	2015	12	Dec	4	Sunday	0.000511539	0.000530031	0.000514881	4.494135063
12/28/2015	0.000503882	60465.86835	3039.196885	0.84206099	6.05E-05	3.04E-06	2015	12	Dec	4	Monday	0.000510224	0.000529622	0.000515311	4.068306818
12/29/2015	0.000509657	61158.83657	2228.394071	1.146048566	6.12E-05	2.23E-06	2015	12	Dec	4	Tuesday	0.0005106	0.00052952	0.000515582	4.071532509
12/30/2015	0.000526373	63164.80563	7333.16857	3.279933314	6.32E-05	7.33E-06	2015	12	Dec	4	Wednesday	0.000510893	0.000529751	0.000515829	4.108066201
12/31/2015	0.000501464	60175.73781	5238.724371	-4.732172909	6.02E-05	5.24E-06	2015	12	Dec	4	Thursday	0.000511154	0.000529158	0.000515978	4.202801924
1/1/2016	0.000476141	57136.94785	7535.89275	-5.049859074	5.71E-05	7.54E-06	2016	1	Jan	1	Friday	0.000507074	0.000528495	0.000515907	4.225133765
1/2/2016	0.000486673	58400.74477	4438.903773	2.21187335	5.84E-05	4.44E-06	2016	1	Jan	1	Saturday	0.000500552	0.000527393	0.000515877	4.14913651
1/3/2016	0.000492981	59157.77514	2969.331682	1.296268345	5.92E-05	2.97E-06	2016	1	Jan	1	Sunday	0.000499596	0.000525954	0.000515694	4.111964068
1/4/2016	0.000498444	59813.28202	7798.040791	1.108065471	5.98E-05	7.80E-06	2016	1	Jan	1	Monday	0.000498819	0.000524104	0.000515674	4.066342517
1/5/2016	0.000505905	60708.61843	5820.083999	1.49688561	6.07E-05	5.82E-06	2016	1	Jan	1	Tuesday	0.000498283	0.000523144	0.000515773	4.032449925
1/6/2016	0.000492822	59138.64978	3116.813538	-2.586072121	5.91E-05	3.12E-06	2016	1	Jan	1	Wednesday	0.00049349	0.000520701	0.00051596	3.893046564
1/7/2016	0.000497919	59750.33701	6957.692513	1.034327353	5.98E-05	6.96E-06	2016	1	Jan	1	Thursday	0.000492984	0.000519439	0.000516445	3.785073361
1/8/2016	0.000504295	60515.39104	5527.090735	1.280417935	6.05E-05	5.53E-06	2016	1	Jan	1	Friday	0.000497006	0.000517947	0.00051683	3.762383309
1/9/2016	0.000490579	58869.532	6035.160653	-2.719736269	5.89E-05	6.04E-06	2016	1	Jan	1	Saturday	0.000497564	0.000514302	0.000516765	3.332690081
1/10/2016	0.000529122	63494.58672	5416.583542	7.856448932	6.35E-05	5.42E-06	2016	1	Jan	1	Sunday	0.000502727	0.000512699	0.00051714	3.616354237
1/11/2016	0.000539785	64774.23852	8384.706361	2.015371491	6.48E-05	8.38E-06	2016	1	Jan	1	Monday	0.000508633	0.000511864	0.000517401	3.620073317
1/12/2016	0.000515182	61821.78625	8008.859454	-4.558065573	6.18E-05	8.01E-06	2016	1	Jan	1	Tuesday	0.000509958	0.000510114	0.0005173	3.70846024
1/13/2016	0.00052942	63530.36465	7314.038603	2.763715673	6.35E-05	7.31E-06	2016	1	Jan	1	Wednesday	0.000515186	0.000509198	0.0005175	3.734915521
1/14/2016	0.000509686	61162.28297	2608.459154	-3.727480062	6.12E-05	2.61E-06	2016	1	Jan	1	Thursday	0.000516867	0.000508723	0.000517392	3.637293176
1/15/2016	0.000526514	63181.66147	8255.471531	3.301672855	6.32E-05	8.26E-06	2016	1	Jan	1	Friday	0.000520041	0.000508744	0.000517098	3.687379454
1/16/2016	0.000552041	66244.86256	7321.485397	4.848243966	6.62E-05	7.32E-06	2016	1	Jan	1	Saturday	0.000528821	0.000510328	0.000517091	3.701846036
1/17/2016	0.000534747	64169.66702	7292.427048	-3.132613535	6.42E-05	7.29E-06	2016	1	Jan	1	Sunday	0.000529625	0.000510997	0.000516489	3.741899024
1/18/2016	0.000556312	66757.43441	4910.539411	4.032695668	6.68E-05	4.91E-06	2016	1	Jan	1	Monday	0.000531986	0.000512987	0.000516771	3.737605806
1/19/2016	0.000566139	67936.73504	9206.347919	1.766545767	6.79E-05	9.21E-06	2016	1	Jan	1	Tuesday	0.000539265	0.000514229	0.000516959	3.569232019
1/20/2016	0.00058565	70278.03557	8225.664002	3.446295335	7.03E-05	8.23E-06	2016	1	Jan	1	Wednesday	0.000547298	0.000516647	0.000517337	3.55886403
1/21/2016	0.000632446	75893.49917	3302.191112	7.990353673	7.59E-05	3.30E-06	2016	1	Jan	1	Thursday	0.000564836	0.000520828	0.000518301	3.795261212
1/22/2016	0.000626895	75227.39848	5937.951637	-0.877678183	7.52E-05	5.94E-06	2016	1	Jan	1	Friday	0.000579176	0.000524247	0.000519176	3.774584507
1/23/2016	0.000608885	73066.21315	9963.72117	-2.872869955	7.31E-05	9.96E-06	2016	1	Jan	1	Saturday	0.000587296	0.000527889	0.00052031	3.698546534
1/24/2016	0.000588189	70582.72896	2517.234509	-3.398950186	7.06E-05	2.52E-06	2016	1	Jan	1	Sunday	0.000594931	0.000530672	0.000521258	3.773732893
1/25/2016	0.000569875	68384.9705	9941.122776	-3.11373405	6.84E-05	9.94E-06	2016	1	Jan	1	Monday	0.000596869	0.000531923	0.000521916	3.714996891
